Date,Close
1/2/2014 16:00:00,182.92
1/3/2014 16:00:00,182.89
1/6/2014 16:00:00,182.36
1/7/2014 16:00:00,183.48
1/8/2014 16:00:00,183.52
1/9/2014 16:00:00,183.64
1/10/2014 16:00:00,184.14
1/13/2014 16:00:00,181.69
1/14/2014 16:00:00,183.67
1/15/2014 16:00:00,184.66
1/16/2014 16:00:00,184.42
1/17/2014 16:00:00,183.64
1/21/2014 16:00:00,184.18
1/22/2014 16:00:00,184.3
1/23/2014 16:00:00,182.79
1/24/2014 16:00:00,178.89
1/27/2014 16:00:00,178.01
1/28/2014 16:00:00,179.07
1/29/2014 16:00:00,177.35
1/30/2014 16:00:00,179.23
1/31/2014 16:00:00,178.18
2/3/2014 16:00:00,174.17
2/4/2014 16:00:00,175.39
2/5/2014 16:00:00,175.17
2/6/2014 16:00:00,177.48
2/7/2014 16:00:00,179.68
2/10/2014 16:00:00,180.01
2/11/2014 16:00:00,181.98
2/12/2014 16:00:00,182.07
2/13/2014 16:00:00,183.01
2/14/2014 16:00:00,184.02
2/18/2014 16:00:00,184.24
2/19/2014 16:00:00,183.02
2/20/2014 16:00:00,184.1
2/21/2014 16:00:00,183.89
2/24/2014 16:00:00,184.91
2/25/2014 16:00:00,184.84
2/26/2014 16:00:00,184.85
2/27/2014 16:00:00,185.82
2/28/2014 16:00:00,186.29
3/3/2014 16:00:00,184.98
3/4/2014 16:00:00,187.58
3/5/2014 16:00:00,187.75
3/6/2014 16:00:00,188.18
3/7/2014 16:00:00,188.26
3/10/2014 16:00:00,188.16
3/11/2014 16:00:00,187.23
3/12/2014 16:00:00,187.28
3/13/2014 16:00:00,185.18
3/14/2014 16:00:00,184.66
3/17/2014 16:00:00,186.33
3/18/2014 16:00:00,187.66
3/19/2014 16:00:00,186.66
3/20/2014 16:00:00,187.75
3/21/2014 16:00:00,186.2
3/24/2014 16:00:00,185.43
3/25/2014 16:00:00,186.31
3/26/2014 16:00:00,184.97
3/27/2014 16:00:00,184.58
3/28/2014 16:00:00,185.49
3/31/2014 16:00:00,187.01
4/1/2014 16:00:00,188.25
4/2/2014 16:00:00,188.88
4/3/2014 16:00:00,188.63
4/4/2014 16:00:00,186.4
4/7/2014 16:00:00,184.34
4/8/2014 16:00:00,185.1
4/9/2014 16:00:00,187.09
4/10/2014 16:00:00,183.16
4/11/2014 16:00:00,181.51
4/14/2014 16:00:00,182.94
4/15/2014 16:00:00,184.2
4/16/2014 16:00:00,186.13
4/17/2014 16:00:00,186.39
4/21/2014 16:00:00,187.04
4/22/2014 16:00:00,187.89
4/23/2014 16:00:00,187.45
4/24/2014 16:00:00,187.83
4/25/2014 16:00:00,186.29
4/28/2014 16:00:00,186.88
4/29/2014 16:00:00,187.75
4/30/2014 16:00:00,188.31
5/1/2014 16:00:00,188.33
5/2/2014 16:00:00,188.06
5/5/2014 16:00:00,188.42
5/6/2014 16:00:00,186.78
5/7/2014 16:00:00,187.88
5/8/2014 16:00:00,187.68
5/9/2014 16:00:00,187.96
5/12/2014 16:00:00,189.79
5/13/2014 16:00:00,189.96
5/14/2014 16:00:00,189.06
5/15/2014 16:00:00,187.4
5/16/2014 16:00:00,188.05
5/19/2014 16:00:00,188.74
5/20/2014 16:00:00,187.55
5/21/2014 16:00:00,189.13
5/22/2014 16:00:00,189.59
5/23/2014 16:00:00,190.35
5/27/2014 16:00:00,191.52
5/28/2014 16:00:00,191.38
5/29/2014 16:00:00,192.37
5/30/2014 16:00:00,192.68
6/2/2014 16:00:00,192.9
6/3/2014 16:00:00,192.8
6/4/2014 16:00:00,193.19
6/5/2014 16:00:00,194.45
6/6/2014 16:00:00,195.38
6/9/2014 16:00:00,195.58
6/10/2014 16:00:00,195.6
6/11/2014 16:00:00,194.92
6/12/2014 16:00:00,193.54
6/13/2014 16:00:00,194.13
6/16/2014 16:00:00,194.29
6/17/2014 16:00:00,194.83
6/18/2014 16:00:00,196.26
6/19/2014 16:00:00,196.48
6/20/2014 16:00:00,195.94
6/23/2014 16:00:00,195.88
6/24/2014 16:00:00,194.7
6/25/2014 16:00:00,195.58
6/26/2014 16:00:00,195.44
6/27/2014 16:00:00,195.82
6/30/2014 16:00:00,195.72
7/1/2014 16:00:00,197.03
7/2/2014 16:00:00,197.23
7/3/2014 16:00:00,198.2
7/7/2014 16:00:00,197.51
7/8/2014 16:00:00,196.24
7/9/2014 16:00:00,197.12
7/10/2014 16:00:00,196.34
7/11/2014 16:00:00,196.61
7/14/2014 16:00:00,197.6
7/15/2014 16:00:00,197.23
7/16/2014 16:00:00,197.96
7/17/2014 16:00:00,195.71
7/18/2014 16:00:00,197.71
7/21/2014 16:00:00,197.34
7/22/2014 16:00:00,198.2
7/23/2014 16:00:00,198.64
7/24/2014 16:00:00,198.65
7/25/2014 16:00:00,197.72
7/28/2014 16:00:00,197.8
7/29/2014 16:00:00,196.95
7/30/2014 16:00:00,196.98
7/31/2014 16:00:00,193.09
8/1/2014 16:00:00,192.5
8/4/2014 16:00:00,193.89
8/5/2014 16:00:00,192.01
8/6/2014 16:00:00,192.07
8/7/2014 16:00:00,191.03
8/8/2014 16:00:00,193.24
8/11/2014 16:00:00,193.8
8/12/2014 16:00:00,193.53
8/13/2014 16:00:00,194.84
8/14/2014 16:00:00,195.76
8/15/2014 16:00:00,195.72
8/18/2014 16:00:00,197.36
8/19/2014 16:00:00,198.39
8/20/2014 16:00:00,198.92
8/21/2014 16:00:00,199.5
8/22/2014 16:00:00,199.19
8/25/2014 16:00:00,200.2
8/26/2014 16:00:00,200.33
8/27/2014 16:00:00,200.25
8/28/2014 16:00:00,200.14
8/29/2014 16:00:00,200.71
9/2/2014 16:00:00,200.61
9/3/2014 16:00:00,200.5
9/4/2014 16:00:00,200.21
9/5/2014 16:00:00,201.11
9/8/2014 16:00:00,200.59
9/9/2014 16:00:00,199.32
9/10/2014 16:00:00,200.07
9/11/2014 16:00:00,200.3
9/12/2014 16:00:00,199.13
9/15/2014 16:00:00,198.98
9/16/2014 16:00:00,200.48
9/17/2014 16:00:00,200.75
9/18/2014 16:00:00,201.82
9/19/2014 16:00:00,200.7
9/22/2014 16:00:00,199.15
9/23/2014 16:00:00,198.01
9/24/2014 16:00:00,199.56
9/25/2014 16:00:00,196.34
9/26/2014 16:00:00,197.9
9/29/2014 16:00:00,197.54
9/30/2014 16:00:00,197.02
10/1/2014 16:00:00,194.35
10/2/2014 16:00:00,194.38
10/3/2014 16:00:00,196.52
10/6/2014 16:00:00,196.29
10/7/2014 16:00:00,193.26
10/8/2014 16:00:00,196.64
10/9/2014 16:00:00,192.74
10/10/2014 16:00:00,190.54
10/13/2014 16:00:00,187.41
10/14/2014 16:00:00,187.7
10/15/2014 16:00:00,186.43
10/16/2014 16:00:00,186.27
10/17/2014 16:00:00,188.47
10/20/2014 16:00:00,190.3
10/21/2014 16:00:00,194.07
10/22/2014 16:00:00,192.69
10/23/2014 16:00:00,194.93
10/24/2014 16:00:00,196.43
10/27/2014 16:00:00,196.16
10/28/2014 16:00:00,198.41
10/29/2014 16:00:00,198.11
10/30/2014 16:00:00,199.38
10/31/2014 16:00:00,201.66
11/3/2014 16:00:00,201.77
11/4/2014 16:00:00,201.07
11/5/2014 16:00:00,202.34
11/6/2014 16:00:00,203.15
11/7/2014 16:00:00,203.34
11/10/2014 16:00:00,203.98
11/11/2014 16:00:00,204.18
11/12/2014 16:00:00,203.96
11/13/2014 16:00:00,204.19
11/14/2014 16:00:00,204.24
11/17/2014 16:00:00,204.37
11/18/2014 16:00:00,205.55
11/19/2014 16:00:00,205.22
11/20/2014 16:00:00,205.58
11/21/2014 16:00:00,206.68
11/24/2014 16:00:00,207.26
11/25/2014 16:00:00,207.11
11/26/2014 16:00:00,207.64
11/28/2014 16:00:00,207.2
12/1/2014 16:00:00,205.76
12/2/2014 16:00:00,207.09
12/3/2014 16:00:00,207.89
12/4/2014 16:00:00,207.66
12/5/2014 16:00:00,208
12/8/2014 16:00:00,206.61
12/9/2014 16:00:00,206.47
12/10/2014 16:00:00,203.16
12/11/2014 16:00:00,204.19
12/12/2014 16:00:00,200.89
12/15/2014 16:00:00,199.51
12/16/2014 16:00:00,197.91
12/17/2014 16:00:00,201.79
12/18/2014 16:00:00,206.78
12/19/2014 16:00:00,206.52
12/22/2014 16:00:00,207.47
12/23/2014 16:00:00,207.75
12/24/2014 16:00:00,207.77
12/26/2014 16:00:00,208.44
12/29/2014 16:00:00,208.72
12/30/2014 16:00:00,207.6
12/31/2014 16:00:00,205.54
1/2/2015 16:00:00,205.43
1/5/2015 16:00:00,201.76
1/6/2015 16:00:00,199.82
1/7/2015 16:00:00,202.31
1/8/2015 16:00:00,205.9
1/9/2015 16:00:00,204.25
1/12/2015 16:00:00,202.65
1/13/2015 16:00:00,202.08
1/14/2015 16:00:00,200.86
1/15/2015 16:00:00,199.02
1/16/2015 16:00:00,201.63
1/20/2015 16:00:00,202.06
1/21/2015 16:00:00,203.08
1/22/2015 16:00:00,206.1
1/23/2015 16:00:00,204.97
1/26/2015 16:00:00,205.45
1/27/2015 16:00:00,202.74
1/28/2015 16:00:00,200.14
1/29/2015 16:00:00,201.99
1/30/2015 16:00:00,199.45
2/2/2015 16:00:00,201.92
2/3/2015 16:00:00,204.84
2/4/2015 16:00:00,204.06
2/5/2015 16:00:00,206.12
2/6/2015 16:00:00,205.55
2/9/2015 16:00:00,204.63
2/10/2015 16:00:00,206.81
2/11/2015 16:00:00,206.93
2/12/2015 16:00:00,208.92
2/13/2015 16:00:00,209.78
2/17/2015 16:00:00,210.11
2/18/2015 16:00:00,210.13
2/19/2015 16:00:00,209.98
2/20/2015 16:00:00,211.24
2/23/2015 16:00:00,211.21
2/24/2015 16:00:00,211.81
2/25/2015 16:00:00,211.63
2/26/2015 16:00:00,211.38
2/27/2015 16:00:00,210.66
3/2/2015 16:00:00,211.99
3/3/2015 16:00:00,211.12
3/4/2015 16:00:00,210.23
3/5/2015 16:00:00,210.46
3/6/2015 16:00:00,207.5
3/9/2015 16:00:00,208.36
3/10/2015 16:00:00,204.98
3/11/2015 16:00:00,204.5
3/12/2015 16:00:00,207.1
3/13/2015 16:00:00,205.83
3/16/2015 16:00:00,208.58
3/17/2015 16:00:00,207.96
3/18/2015 16:00:00,210.46
3/19/2015 16:00:00,209.5
3/20/2015 16:00:00,210.41
3/23/2015 16:00:00,210
3/24/2015 16:00:00,208.82
3/25/2015 16:00:00,205.76
3/26/2015 16:00:00,205.27
3/27/2015 16:00:00,205.74
3/30/2015 16:00:00,208.25
3/31/2015 16:00:00,206.43
4/1/2015 16:00:00,205.7
4/2/2015 16:00:00,206.44
4/6/2015 16:00:00,207.83
4/7/2015 16:00:00,207.28
4/8/2015 16:00:00,207.98
4/9/2015 16:00:00,208.9
4/10/2015 16:00:00,210.04
4/13/2015 16:00:00,209.09
4/14/2015 16:00:00,209.49
4/15/2015 16:00:00,210.43
4/16/2015 16:00:00,210.37
4/17/2015 16:00:00,207.95
4/20/2015 16:00:00,209.85
4/21/2015 16:00:00,209.6
4/22/2015 16:00:00,210.63
4/23/2015 16:00:00,211.16
4/24/2015 16:00:00,211.65
4/27/2015 16:00:00,210.77
4/28/2015 16:00:00,211.44
4/29/2015 16:00:00,210.57
4/30/2015 16:00:00,208.46
5/1/2015 16:00:00,210.72
5/4/2015 16:00:00,211.32
5/5/2015 16:00:00,208.9
5/6/2015 16:00:00,208.04
5/7/2015 16:00:00,208.87
5/8/2015 16:00:00,211.62
5/11/2015 16:00:00,210.61
5/12/2015 16:00:00,209.98
5/13/2015 16:00:00,210.02
5/14/2015 16:00:00,212.21
5/15/2015 16:00:00,212.44
5/18/2015 16:00:00,213.1
5/19/2015 16:00:00,213.03
5/20/2015 16:00:00,212.88
5/21/2015 16:00:00,213.5
5/22/2015 16:00:00,212.99
5/26/2015 16:00:00,210.7
5/27/2015 16:00:00,212.7
5/28/2015 16:00:00,212.46
5/29/2015 16:00:00,211.14
6/1/2015 16:00:00,211.57
6/2/2015 16:00:00,211.36
6/3/2015 16:00:00,211.92
6/4/2015 16:00:00,210.13
6/5/2015 16:00:00,209.77
6/8/2015 16:00:00,208.48
6/9/2015 16:00:00,208.45
6/10/2015 16:00:00,210.95
6/11/2015 16:00:00,211.63
6/12/2015 16:00:00,210.01
6/15/2015 16:00:00,209.11
6/16/2015 16:00:00,210.25
6/17/2015 16:00:00,210.59
6/18/2015 16:00:00,212.78
6/19/2015 16:00:00,210.81
6/22/2015 16:00:00,211.89
6/23/2015 16:00:00,212.04
6/24/2015 16:00:00,210.5
6/25/2015 16:00:00,209.86
6/26/2015 16:00:00,209.82
6/29/2015 16:00:00,205.42
6/30/2015 16:00:00,205.85
7/1/2015 16:00:00,207.5
7/2/2015 16:00:00,207.31
7/6/2015 16:00:00,206.72
7/7/2015 16:00:00,208.02
7/8/2015 16:00:00,204.53
7/9/2015 16:00:00,204.9
7/10/2015 16:00:00,207.48
7/13/2015 16:00:00,209.77
7/14/2015 16:00:00,210.68
7/15/2015 16:00:00,210.61
7/16/2015 16:00:00,212.3
7/17/2015 16:00:00,212.48
7/20/2015 16:00:00,212.59
7/21/2015 16:00:00,211.75
7/22/2015 16:00:00,211.37
7/23/2015 16:00:00,210.18
7/24/2015 16:00:00,208
7/27/2015 16:00:00,206.79
7/28/2015 16:00:00,209.33
7/29/2015 16:00:00,210.77
7/30/2015 16:00:00,210.82
7/31/2015 16:00:00,210.5
8/3/2015 16:00:00,209.79
8/4/2015 16:00:00,209.38
8/5/2015 16:00:00,210.07
8/6/2015 16:00:00,208.35
8/7/2015 16:00:00,207.95
8/10/2015 16:00:00,210.57
8/11/2015 16:00:00,208.67
8/12/2015 16:00:00,208.92
8/13/2015 16:00:00,208.66
8/14/2015 16:00:00,209.42
8/17/2015 16:00:00,210.59
8/18/2015 16:00:00,209.98
8/19/2015 16:00:00,208.32
8/20/2015 16:00:00,203.97
8/21/2015 16:00:00,197.63
8/24/2015 16:00:00,189.55
8/25/2015 16:00:00,187.27
8/26/2015 16:00:00,194.46
8/27/2015 16:00:00,199.27
8/28/2015 16:00:00,199.28
8/31/2015 16:00:00,197.67
9/1/2015 16:00:00,191.77
9/2/2015 16:00:00,195.41
9/3/2015 16:00:00,195.55
9/4/2015 16:00:00,192.59
